2021/02/04 13:49:38| Created PID file (/var/run/squid.pid)
2021/02/07 19:04:00 kid1| Adding nameserver 172.16.0.1 from /etc/resolv.conf
2021/02/07 19:04:00 kid1| helperOpenServers: Starting 5/32 'security_file_certgen' processes
2021/02/07 19:04:00 kid1| Logfile: opening log /var/log/squid/access.log
2021/02/07 19:04:00 kid1| WARNING: log name now starts with a module name. Use 'stdio:/var/log/squid/access.log'
2021/02/07 19:04:00 kid1| Local cache digest enabled; rebuild/rewrite every 3600/3600 sec
2021/02/07 19:04:00 kid1| Store logging disabled
2021/02/07 19:04:00 kid1| Swap maxSize 0 + 262144 KB, estimated 20164 objects
2021/02/07 19:04:00 kid1| Target number of buckets: 1008
2021/02/07 19:04:00 kid1| Using 8192 Store buckets
2021/02/07 19:04:00 kid1| Max Mem  size: 262144 KB
2021/02/07 19:04:00 kid1| Max Swap size: 0 KB
2021/02/07 19:04:00 kid1| Using Least Load store dir selection
2021/02/07 19:04:00 kid1| ERROR: cannot change current directory to /var/cache/squid: (2) No such file or directory
2021/02/07 19:04:00 kid1| Current Directory is /
2021/02/07 19:04:00 kid1| Finished loading MIME types and icons.
2021/02/07 19:04:00 kid1| HTCP Disabled.
2021/02/07 19:04:00 kid1| Configuring Parent 172.16.0.1/8080/0
2021/02/07 19:04:00 kid1| Configuring Parent 0.0.0.0/8888/0
2021/02/07 19:04:00 kid1| Squid plugin modules loaded: 0
2021/02/07 19:04:00 kid1| Adaptation support is off.
2021/02/07 19:04:00 kid1| Accepting NAT intercepted HTTP Socket connections at local=[::]:6080 remote=[::] FD 21 flags=41
2021/02/07 19:04:00 kid1| Accepting NAT intercepted SSL bumped HTTPS Socket connections at local=[::]:6443 remote=[::] FD 22 flags=41
2021/02/07 19:04:00 kid1| Accepting HTTP Socket connections at local=[::]:3354 remote=[::] FD 23 flags=9
2021/02/07 19:04:01 kid1| storeLateRelease: released 0 objects
2021/02/07 19:04:10| Created PID file (/var/run/squid.pid)
2021/02/07 19:04:10 kid1| ERROR: cannot change current directory to /var/cache/squid: (2) No such file or directory
2021/02/07 19:04:10 kid1| Current Directory is /
2021/02/07 19:04:10 kid1| Starting Squid Cache version 4.4 for x86_64-redhat-linux-gnu...
2021/02/07 19:04:10 kid1| Service Name: squid
2021/02/07 19:04:10 kid1| Process ID 14
2021/02/07 19:04:10 kid1| Process Roles: worker
2021/02/07 19:04:10 kid1| With 1048576 file descriptors available
2021/02/07 19:04:10 kid1| Initializing IP Cache...
2021/02/07 19:04:10 kid1| DNS Socket created at [::], FD 5
2021/02/07 19:04:10 kid1| DNS Socket created at 0.0.0.0, FD 9
2021/02/07 19:04:10 kid1| Adding domain do.nagaoka-ct.ac.jp from /etc/resolv.conf
2021/02/07 19:04:10 kid1| Adding nameserver 172.16.0.1 from /etc/resolv.conf
2021/02/07 19:04:10 kid1| helperOpenServers: Starting 5/32 'security_file_certgen' processes
2021/02/07 19:04:10 kid1| Logfile: opening log /var/log/squid/access.log
2021/02/07 19:04:10 kid1| WARNING: log name now starts with a module name. Use 'stdio:/var/log/squid/access.log'
2021/02/07 19:04:10 kid1| Local cache digest enabled; rebuild/rewrite every 3600/3600 sec
2021/02/07 19:04:10 kid1| Store logging disabled
2021/02/07 19:04:10 kid1| Swap maxSize 0 + 262144 KB, estimated 20164 objects
2021/02/07 19:04:10 kid1| Target number of buckets: 1008
2021/02/07 19:04:10 kid1| Using 8192 Store buckets
2021/02/07 19:04:10 kid1| Max Mem  size: 262144 KB
2021/02/07 19:04:10 kid1| Max Swap size: 0 KB
2021/02/07 19:04:10 kid1| Using Least Load store dir selection
2021/02/07 19:04:10 kid1| ERROR: cannot change current directory to /var/cache/squid: (2) No such file or directory
2021/02/07 19:04:10 kid1| Current Directory is /
2021/02/07 19:04:10 kid1| Finished loading MIME types and icons.
2021/02/07 19:04:10 kid1| HTCP Disabled.
2021/02/07 19:04:10 kid1| Configuring Parent 172.16.0.1/8080/0
2021/02/07 19:04:10 kid1| Configuring Parent 0.0.0.0/8888/0
2021/02/07 19:04:10 kid1| Squid plugin modules loaded: 0
2021/02/07 19:04:10 kid1| Adaptation support is off.
2021/02/07 19:04:10 kid1| Accepting NAT intercepted HTTP Socket connections at local=[::]:6080 remote=[::] FD 21 flags=41
2021/02/07 19:04:10 kid1| Accepting NAT intercepted SSL bumped HTTPS Socket connections at local=[::]:6443 remote=[::] FD 22 flags=41
2021/02/07 19:04:10 kid1| Accepting HTTP Socket connections at local=[::]:3354 remote=[::] FD 23 flags=9
2021/02/07 19:04:11 kid1| storeLateRelease: released 0 objects
2021/02/07 19:04:21| Created PID file (/var/run/squid.pid)
2021/02/07 19:04:21 kid1| ERROR: cannot change current directory to /var/cache/squid: (2) No such file or directory
2021/02/07 19:04:21 kid1| Current Directory is /
2021/02/07 19:04:21 kid1| Starting Squid Cache version 4.4 for x86_64-redhat-linux-gnu...
2021/02/07 19:04:21 kid1| Service Name: squid
2021/02/07 19:04:21 kid1| Process ID 15
2021/02/07 19:04:21 kid1| Process Roles: worker
2021/02/07 19:04:21 kid1| With 1048576 file descriptors available
2021/02/07 19:04:21 kid1| Initializing IP Cache...
2021/02/07 19:04:21 kid1| DNS Socket created at [::], FD 5
2021/02/07 19:04:21 kid1| DNS Socket created at 0.0.0.0, FD 9
2021/02/07 19:04:21 kid1| Adding domain do.nagaoka-ct.ac.jp from /etc/resolv.conf
2021/02/07 19:04:21 kid1| Adding nameserver 172.16.0.1 from /etc/resolv.conf
2021/02/07 19:04:21 kid1| helperOpenServers: Starting 5/32 'security_file_certgen' processes
2021/02/07 19:04:21 kid1| Logfile: opening log /var/log/squid/access.log
2021/02/07 19:04:21 kid1| WARNING: log name now starts with a module name. Use 'stdio:/var/log/squid/access.log'
2021/02/07 19:04:21 kid1| Local cache digest enabled; rebuild/rewrite every 3600/3600 sec
2021/02/07 19:04:21 kid1| Store logging disabled
2021/02/07 19:04:21 kid1| Swap maxSize 0 + 262144 KB, estimated 20164 objects
2021/02/07 19:04:21 kid1| Target number of buckets: 1008
2021/02/07 19:04:21 kid1| Using 8192 Store buckets
2021/02/07 19:04:21 kid1| Max Mem  size: 262144 KB
2021/02/07 19:04:21 kid1| Max Swap size: 0 KB
2021/02/07 19:04:21 kid1| Using Least Load store dir selection
2021/02/07 19:04:21 kid1| ERROR: cannot change current directory to /var/cache/squid: (2) No such file or directory
2021/02/07 19:04:21 kid1| Current Directory is /
2021/02/07 19:04:21 kid1| Finished loading MIME types and icons.
2021/02/07 19:04:21 kid1| HTCP Disabled.
2021/02/07 19:04:21 kid1| Configuring Parent 172.16.0.1/8080/0
2021/02/07 19:04:21 kid1| Configuring Parent 0.0.0.0/8888/0
2021/02/07 19:04:21 kid1| Squid plugin modules loaded: 0
2021/02/07 19:04:21 kid1| Adaptation support is off.
2021/02/07 19:04:21 kid1| Accepting NAT intercepted HTTP Socket connections at local=[::]:6080 remote=[::] FD 21 flags=41
2021/02/07 19:04:21 kid1| Accepting NAT intercepted SSL bumped HTTPS Socket connections at local=[::]:6443 remote=[::] FD 22 flags=41
2021/02/07 19:04:21 kid1| Accepting HTTP Socket connections at local=[::]:3354 remote=[::] FD 23 flags=9
2021/02/07 19:04:22 kid1| storeLateRelease: released 0 objects
2021/02/07 19:04:32| Created PID file (/var/run/squid.pid)
2021/02/07 19:04:32 kid1| ERROR: cannot change current directory to /var/cache/squid: (2) No such file or directory
2021/02/07 19:04:32 kid1| Current Directory is /
2021/02/07 19:04:32 kid1| Starting Squid Cache version 4.4 for x86_64-redhat-linux-gnu...
2021/02/07 19:04:32 kid1| Service Name: squid
2021/02/07 19:04:32 kid1| Process ID 15
2021/02/07 19:04:32 kid1| Process Roles: worker
2021/02/07 19:04:32 kid1| With 1048576 file descriptors available
2021/02/07 19:04:32 kid1| Initializing IP Cache...
2021/02/07 19:04:32 kid1| DNS Socket created at [::], FD 5
2021/02/07 19:04:32 kid1| DNS Socket created at 0.0.0.0, FD 9
2021/02/07 19:04:32 kid1| Adding domain do.nagaoka-ct.ac.jp from /etc/resolv.conf
2021/02/07 19:04:32 kid1| Adding nameserver 172.16.0.1 from /etc/resolv.conf
2021/02/07 19:04:32 kid1| helperOpenServers: Starting 5/32 'security_file_certgen' processes
2021/02/07 19:04:32 kid1| Logfile: opening log /var/log/squid/access.log
2021/02/07 19:04:32 kid1| WARNING: log name now starts with a module name. Use 'stdio:/var/log/squid/access.log'
2021/02/07 19:04:32 kid1| Local cache digest enabled; rebuild/rewrite every 3600/3600 sec
2021/02/07 19:04:32 kid1| Store logging disabled
2021/02/07 19:04:32 kid1| Swap maxSize 0 + 262144 KB, estimated 20164 objects
2021/02/07 19:04:32 kid1| Target number of buckets: 1008
2021/02/07 19:04:32 kid1| Using 8192 Store buckets
2021/02/07 19:04:32 kid1| Max Mem  size: 262144 KB
2021/02/07 19:04:32 kid1| Max Swap size: 0 KB
2021/02/07 19:04:32 kid1| Using Least Load store dir selection
2021/02/07 19:04:32 kid1| ERROR: cannot change current directory to /var/cache/squid: (2) No such file or directory
2021/02/07 19:04:32 kid1| Current Directory is /
2021/02/07 19:04:32 kid1| Finished loading MIME types and icons.
2021/02/07 19:04:32 kid1| HTCP Disabled.
2021/02/07 19:04:32 kid1| Configuring Parent 172.16.0.1/8080/0
2021/02/07 19:04:32 kid1| Configuring Parent 0.0.0.0/8888/0
2021/02/07 19:04:32 kid1| Squid plugin modules loaded: 0
2021/02/07 19:04:32 kid1| Adaptation support is off.
2021/02/07 19:04:32 kid1| Accepting NAT intercepted HTTP Socket connections at local=[::]:6080 remote=[::] FD 21 flags=41
2021/02/07 19:04:32 kid1| Accepting NAT intercepted SSL bumped HTTPS Socket connections at local=[::]:6443 remote=[::] FD 22 flags=41
2021/02/07 19:04:32 kid1| Accepting HTTP Socket connections at local=[::]:3354 remote=[::] FD 23 flags=9
2021/02/07 19:04:33 kid1| storeLateRelease: released 0 objects
2021/02/07 19:04:42| Created PID file (/var/run/squid.pid)
2021/02/07 19:04:42 kid1| ERROR: cannot change current directory to /var/cache/squid: (2) No such file or directory
2021/02/07 19:04:42 kid1| Current Directory is /
2021/02/07 19:04:42 kid1| Starting Squid Cache version 4.4 for x86_64-redhat-linux-gnu...
2021/02/07 19:04:42 kid1| Service Name: squid
2021/02/07 19:04:42 kid1| Process ID 14
2021/02/07 19:04:42 kid1| Process Roles: worker
2021/02/07 19:04:42 kid1| With 1048576 file descriptors available
2021/02/07 19:04:42 kid1| Initializing IP Cache...
2021/02/07 19:04:42 kid1| DNS Socket created at [::], FD 5
2021/02/07 19:04:42 kid1| DNS Socket created at 0.0.0.0, FD 9
2021/02/07 19:04:42 kid1| Adding domain do.nagaoka-ct.ac.jp from /etc/resolv.conf
2021/02/07 19:04:42 kid1| Adding nameserver 172.16.0.1 from /etc/resolv.conf
2021/02/07 19:04:42 kid1| helperOpenServers: Starting 5/32 'security_file_certgen' processes
2021/02/07 19:04:42 kid1| Logfile: opening log /var/log/squid/access.log
2021/02/07 19:04:42 kid1| WARNING: log name now starts with a module name. Use 'stdio:/var/log/squid/access.log'
2021/02/07 19:04:42 kid1| Local cache digest enabled; rebuild/rewrite every 3600/3600 sec
2021/02/07 19:04:42 kid1| Store logging disabled
2021/02/07 19:04:42 kid1| Swap maxSize 0 + 262144 KB, estimated 20164 objects
2021/02/07 19:04:42 kid1| Target number of buckets: 1008
2021/02/07 19:04:42 kid1| Using 8192 Store buckets
2021/02/07 19:04:42 kid1| Max Mem  size: 262144 KB
2021/02/07 19:04:42 kid1| Max Swap size: 0 KB
2021/02/07 19:04:42 kid1| Using Least Load store dir selection
2021/02/07 19:04:42 kid1| ERROR: cannot change current directory to /var/cache/squid: (2) No such file or directory
2021/02/07 19:04:42 kid1| Current Directory is /
2021/02/07 19:04:42 kid1| Finished loading MIME types and icons.
2021/02/07 19:04:42 kid1| HTCP Disabled.
2021/02/07 19:04:42 kid1| Configuring Parent 172.16.0.1/8080/0
2021/02/07 19:04:42 kid1| Configuring Parent 0.0.0.0/8888/0
2021/02/07 19:04:42 kid1| Squid plugin modules loaded: 0
2021/02/07 19:04:42 kid1| Adaptation support is off.
2021/02/07 19:04:42 kid1| Accepting NAT intercepted HTTP Socket connections at local=[::]:6080 remote=[::] FD 21 flags=41
2021/02/07 19:04:42 kid1| Accepting NAT intercepted SSL bumped HTTPS Socket connections at local=[::]:6443 remote=[::] FD 22 flags=41
2021/02/07 19:04:42 kid1| Accepting HTTP Socket connections at local=[::]:3354 remote=[::] FD 23 flags=9
2021/02/07 19:04:43 kid1| storeLateRelease: released 0 objects
2021/02/07 19:06:10| Created PID file (/var/run/squid.pid)
2021/02/07 19:06:10 kid1| ERROR: cannot change current directory to /var/cache/squid: (2) No such file or directory
2021/02/07 19:06:10 kid1| Current Directory is /
2021/02/07 19:06:10 kid1| Starting Squid Cache version 4.4 for x86_64-redhat-linux-gnu...
2021/02/07 19:06:10 kid1| Service Name: squid
2021/02/07 19:06:10 kid1| Process ID 14
2021/02/07 19:06:10 kid1| Process Roles: worker
2021/02/07 19:06:10 kid1| With 1048576 file descriptors available
2021/02/07 19:06:10 kid1| Initializing IP Cache...
2021/02/07 19:06:10 kid1| DNS Socket created at [::], FD 5
2021/02/07 19:06:10 kid1| DNS Socket created at 0.0.0.0, FD 9
2021/02/07 19:06:10 kid1| Adding domain do.nagaoka-ct.ac.jp from /etc/resolv.conf
2021/02/07 19:06:10 kid1| Adding nameserver 172.16.0.1 from /etc/resolv.conf
2021/02/07 19:06:10 kid1| helperOpenServers: Starting 5/32 'security_file_certgen' processes
2021/02/07 19:06:10 kid1| Logfile: opening log /var/log/squid/access.log
2021/02/07 19:06:10 kid1| WARNING: log name now starts with a module name. Use 'stdio:/var/log/squid/access.log'
2021/02/07 19:06:10 kid1| Local cache digest enabled; rebuild/rewrite every 3600/3600 sec
2021/02/07 19:06:10 kid1| Store logging disabled
2021/02/07 19:06:10 kid1| Swap maxSize 0 + 262144 KB, estimated 20164 objects
2021/02/07 19:06:10 kid1| Target number of buckets: 1008
2021/02/07 19:06:10 kid1| Using 8192 Store buckets
2021/02/07 19:06:10 kid1| Max Mem  size: 262144 KB
2021/02/07 19:06:10 kid1| Max Swap size: 0 KB
2021/02/07 19:06:10 kid1| Using Least Load store dir selection
2021/02/07 19:06:10 kid1| ERROR: cannot change current directory to /var/cache/squid: (2) No such file or directory
2021/02/07 19:06:10 kid1| Current Directory is /
2021/02/07 19:06:10 kid1| Finished loading MIME types and icons.
2021/02/07 19:06:10 kid1| HTCP Disabled.
2021/02/07 19:06:10 kid1| Configuring Parent 172.16.0.1/8080/0
2021/02/07 19:06:10 kid1| Configuring Parent 0.0.0.0/8888/0
2021/02/07 19:06:10 kid1| Squid plugin modules loaded: 0
2021/02/07 19:06:10 kid1| Adaptation support is off.
2021/02/07 19:06:10 kid1| Accepting NAT intercepted HTTP Socket connections at local=[::]:6080 remote=[::] FD 21 flags=41
2021/02/07 19:06:10 kid1| Accepting NAT intercepted SSL bumped HTTPS Socket connections at local=[::]:6443 remote=[::] FD 22 flags=41
2021/02/07 19:06:10 kid1| Accepting HTTP Socket connections at local=[::]:3354 remote=[::] FD 23 flags=9
2021/02/07 19:06:11 kid1| storeLateRelease: released 0 objects
2021/02/07 19:07:49| Created PID file (/var/run/squid.pid)
2021/02/07 19:07:49 kid1| ERROR: cannot change current directory to /var/cache/squid: (2) No such file or directory
2021/02/07 19:07:49 kid1| Current Directory is /
2021/02/07 19:07:49 kid1| Starting Squid Cache version 4.4 for x86_64-redhat-linux-gnu...
2021/02/07 19:07:49 kid1| Service Name: squid
2021/02/07 19:07:49 kid1| Process ID 15
2021/02/07 19:07:49 kid1| Process Roles: worker
2021/02/07 19:07:49 kid1| With 1048576 file descriptors available
2021/02/07 19:07:49 kid1| Initializing IP Cache...
2021/02/07 19:07:49 kid1| DNS Socket created at [::], FD 5
2021/02/07 19:07:49 kid1| DNS Socket created at 0.0.0.0, FD 9
2021/02/07 19:07:49 kid1| Adding domain do.nagaoka-ct.ac.jp from /etc/resolv.conf
2021/02/07 19:07:49 kid1| Adding nameserver 172.16.0.1 from /etc/resolv.conf
2021/02/07 19:07:49 kid1| helperOpenServers: Starting 5/32 'security_file_certgen' processes
2021/02/07 19:07:49 kid1| Logfile: opening log /var/log/squid/access.log
2021/02/07 19:07:49 kid1| WARNING: log name now starts with a module name. Use 'stdio:/var/log/squid/access.log'
2021/02/07 19:07:49 kid1| Local cache digest enabled; rebuild/rewrite every 3600/3600 sec
2021/02/07 19:07:49 kid1| Store logging disabled
2021/02/07 19:07:49 kid1| Swap maxSize 0 + 262144 KB, estimated 20164 objects
2021/02/07 19:07:49 kid1| Target number of buckets: 1008
2021/02/07 19:07:49 kid1| Using 8192 Store buckets
2021/02/07 19:07:49 kid1| Max Mem  size: 262144 KB
2021/02/07 19:07:49 kid1| Max Swap size: 0 KB
2021/02/07 19:07:49 kid1| Using Least Load store dir selection
2021/02/07 19:07:49 kid1| ERROR: cannot change current directory to /var/cache/squid: (2) No such file or directory
2021/02/07 19:07:49 kid1| Current Directory is /
2021/02/07 19:07:49 kid1| Finished loading MIME types and icons.
2021/02/07 19:07:49 kid1| HTCP Disabled.
2021/02/07 19:07:49 kid1| Configuring Parent 172.16.0.1/8080/0
2021/02/07 19:07:49 kid1| Configuring Parent 0.0.0.0/8888/0
2021/02/07 19:07:49 kid1| Squid plugin modules loaded: 0
2021/02/07 19:07:49 kid1| Adaptation support is off.
2021/02/07 19:07:49 kid1| Accepting NAT intercepted HTTP Socket connections at local=[::]:6080 remote=[::] FD 21 flags=41
2021/02/07 19:07:49 kid1| Accepting NAT intercepted SSL bumped HTTPS Socket connections at local=[::]:6443 remote=[::] FD 22 flags=41
2021/02/07 19:07:49 kid1| Accepting HTTP Socket connections at local=[::]:3354 remote=[::] FD 23 flags=9
2021/02/07 19:07:50 kid1| storeLateRelease: released 0 objects
2021/02/07 19:11:25| Created PID file (/var/run/squid.pid)
2021/02/07 19:11:25 kid1| ERROR: cannot change current directory to /var/cache/squid: (2) No such file or directory
2021/02/07 19:11:25 kid1| Current Directory is /
2021/02/07 19:11:25 kid1| Starting Squid Cache version 4.4 for x86_64-redhat-linux-gnu...
2021/02/07 19:11:25 kid1| Service Name: squid
2021/02/07 19:11:25 kid1| Process ID 16
2021/02/07 19:11:25 kid1| Process Roles: worker
2021/02/07 19:11:25 kid1| With 1048576 file descriptors available
2021/02/07 19:11:25 kid1| Initializing IP Cache...
2021/02/07 19:11:25 kid1| DNS Socket created at [::], FD 5
2021/02/07 19:11:25 kid1| DNS Socket created at 0.0.0.0, FD 9
2021/02/07 19:11:25 kid1| Adding domain do.nagaoka-ct.ac.jp from /etc/resolv.conf
2021/02/07 19:11:25 kid1| Adding nameserver 172.16.0.1 from /etc/resolv.conf
2021/02/07 19:11:25 kid1| helperOpenServers: Starting 5/32 'security_file_certgen' processes
2021/02/07 19:11:25 kid1| Logfile: opening log /var/log/squid/access.log
2021/02/07 19:11:25 kid1| WARNING: log name now starts with a module name. Use 'stdio:/var/log/squid/access.log'
2021/02/07 19:11:25 kid1| Local cache digest enabled; rebuild/rewrite every 3600/3600 sec
2021/02/07 19:11:25 kid1| Store logging disabled
2021/02/07 19:11:25 kid1| Swap maxSize 0 + 262144 KB, estimated 20164 objects
2021/02/07 19:11:25 kid1| Target number of buckets: 1008
2021/02/07 19:11:25 kid1| Using 8192 Store buckets
2021/02/07 19:11:25 kid1| Max Mem  size: 262144 KB
2021/02/07 19:11:25 kid1| Max Swap size: 0 KB
2021/02/07 19:11:25 kid1| Using Least Load store dir selection
2021/02/07 19:11:25 kid1| ERROR: cannot change current directory to /var/cache/squid: (2) No such file or directory
2021/02/07 19:11:25 kid1| Current Directory is /
2021/02/07 19:11:25 kid1| Finished loading MIME types and icons.
2021/02/07 19:11:25 kid1| HTCP Disabled.
2021/02/07 19:11:25 kid1| Configuring Parent 172.16.0.1/8080/0
2021/02/07 19:11:25 kid1| Configuring Parent 0.0.0.0/8888/0
2021/02/07 19:11:25 kid1| Squid plugin modules loaded: 0
2021/02/07 19:11:25 kid1| Adaptation support is off.
2021/02/07 19:11:25 kid1| Accepting NAT intercepted HTTP Socket connections at local=[::]:6080 remote=[::] FD 21 flags=41
2021/02/07 19:11:25 kid1| Accepting NAT intercepted SSL bumped HTTPS Socket connections at local=[::]:6443 remote=[::] FD 22 flags=41
2021/02/07 19:11:25 kid1| Accepting HTTP Socket connections at local=[::]:3354 remote=[::] FD 23 flags=9
2021/02/07 19:11:26 kid1| storeLateRelease: released 0 objects
2021/02/07 19:12:25| Created PID file (/var/run/squid.pid)
2021/02/07 19:12:26 kid1| ERROR: cannot change current directory to /var/cache/squid: (2) No such file or directory
2021/02/07 19:12:26 kid1| Current Directory is /
2021/02/07 19:12:26 kid1| Starting Squid Cache version 4.4 for x86_64-redhat-linux-gnu...
2021/02/07 19:12:26 kid1| Service Name: squid
2021/02/07 19:12:26 kid1| Process ID 14
2021/02/07 19:12:26 kid1| Process Roles: worker
2021/02/07 19:12:26 kid1| With 1048576 file descriptors available
2021/02/07 19:12:26 kid1| Initializing IP Cache...
2021/02/07 19:12:26 kid1| DNS Socket created at [::], FD 5
2021/02/07 19:12:26 kid1| DNS Socket created at 0.0.0.0, FD 9
2021/02/07 19:12:26 kid1| Adding domain do.nagaoka-ct.ac.jp from /etc/resolv.conf
2021/02/07 19:12:26 kid1| Adding nameserver 172.16.0.1 from /etc/resolv.conf
2021/02/07 19:12:26 kid1| helperOpenServers: Starting 5/32 'security_file_certgen' processes
2021/02/07 19:12:26 kid1| Logfile: opening log /var/log/squid/access.log
2021/02/07 19:12:26 kid1| WARNING: log name now starts with a module name. Use 'stdio:/var/log/squid/access.log'
2021/02/07 19:12:26 kid1| Local cache digest enabled; rebuild/rewrite every 3600/3600 sec
2021/02/07 19:12:26 kid1| Store logging disabled
2021/02/07 19:12:26 kid1| Swap maxSize 0 + 262144 KB, estimated 20164 objects
2021/02/07 19:12:26 kid1| Target number of buckets: 1008
2021/02/07 19:12:26 kid1| Using 8192 Store buckets
2021/02/07 19:12:26 kid1| Max Mem  size: 262144 KB
2021/02/07 19:12:26 kid1| Max Swap size: 0 KB
2021/02/07 19:12:26 kid1| Using Least Load store dir selection
2021/02/07 19:12:26 kid1| ERROR: cannot change current directory to /var/cache/squid: (2) No such file or directory
2021/02/07 19:12:26 kid1| Current Directory is /
2021/02/07 19:12:26 kid1| Finished loading MIME types and icons.
2021/02/07 19:12:26 kid1| HTCP Disabled.
2021/02/07 19:12:26 kid1| Configuring Parent 172.16.0.1/8080/0
2021/02/07 19:12:26 kid1| Configuring Parent 0.0.0.0/8888/0
2021/02/07 19:12:26 kid1| Squid plugin modules loaded: 0
2021/02/07 19:12:26 kid1| Adaptation support is off.
2021/02/07 19:12:26 kid1| Accepting NAT intercepted HTTP Socket connections at local=[::]:6080 remote=[::] FD 21 flags=41
2021/02/07 19:12:26 kid1| Accepting NAT intercepted SSL bumped HTTPS Socket connections at local=[::]:6443 remote=[::] FD 22 flags=41
2021/02/07 19:12:26 kid1| Accepting HTTP Socket connections at local=[::]:3354 remote=[::] FD 23 flags=9
2021/02/07 19:12:27 kid1| storeLateRelease: released 0 objects
2021/02/07 19:14:30| Created PID file (/var/run/squid.pid)
2021/02/07 19:14:30 kid1| ERROR: cannot change current directory to /var/cache/squid: (2) No such file or directory
2021/02/07 19:14:30 kid1| Current Directory is /
2021/02/07 19:14:30 kid1| Starting Squid Cache version 4.4 for x86_64-redhat-linux-gnu...
2021/02/07 19:14:30 kid1| Service Name: squid
2021/02/07 19:14:30 kid1| Process ID 14
2021/02/07 19:14:30 kid1| Process Roles: worker
2021/02/07 19:14:30 kid1| With 1048576 file descriptors available
2021/02/07 19:14:30 kid1| Initializing IP Cache...
2021/02/07 19:14:30 kid1| DNS Socket created at [::], FD 5
2021/02/07 19:14:30 kid1| DNS Socket created at 0.0.0.0, FD 9
2021/02/07 19:14:30 kid1| Adding domain do.nagaoka-ct.ac.jp from /etc/resolv.conf
2021/02/07 19:14:30 kid1| Adding nameserver 172.16.0.1 from /etc/resolv.conf
2021/02/07 19:14:30 kid1| helperOpenServers: Starting 5/32 'security_file_certgen' processes
2021/02/07 19:14:30 kid1| Logfile: opening log /var/log/squid/access.log
2021/02/07 19:14:30 kid1| WARNING: log name now starts with a module name. Use 'stdio:/var/log/squid/access.log'
2021/02/07 19:14:30 kid1| Local cache digest enabled; rebuild/rewrite every 3600/3600 sec
2021/02/07 19:14:30 kid1| Store logging disabled
2021/02/07 19:14:30 kid1| Swap maxSize 0 + 262144 KB, estimated 20164 objects
2021/02/07 19:14:30 kid1| Target number of buckets: 1008
2021/02/07 19:14:30 kid1| Using 8192 Store buckets
2021/02/07 19:14:30 kid1| Max Mem  size: 262144 KB
2021/02/07 19:14:30 kid1| Max Swap size: 0 KB
2021/02/07 19:14:30 kid1| Using Least Load store dir selection
2021/02/07 19:14:30 kid1| ERROR: cannot change current directory to /var/cache/squid: (2) No such file or directory
2021/02/07 19:14:30 kid1| Current Directory is /
2021/02/07 19:14:30 kid1| Finished loading MIME types and icons.
2021/02/07 19:14:30 kid1| HTCP Disabled.
2021/02/07 19:14:30 kid1| Configuring Parent 172.16.0.1/8080/0
2021/02/07 19:14:30 kid1| Configuring Parent 0.0.0.0/8888/0
2021/02/07 19:14:30 kid1| Squid plugin modules loaded: 0
2021/02/07 19:14:30 kid1| Adaptation support is off.
2021/02/07 19:14:30 kid1| Accepting NAT intercepted HTTP Socket connections at local=[::]:6080 remote=[::] FD 21 flags=41
2021/02/07 19:14:30 kid1| Accepting NAT intercepted SSL bumped HTTPS Socket connections at local=[::]:6443 remote=[::] FD 22 flags=41
2021/02/07 19:14:30 kid1| Accepting HTTP Socket connections at local=[::]:3354 remote=[::] FD 23 flags=9
2021/02/07 19:14:31 kid1| storeLateRelease: released 0 objects
2021/02/07 19:16:28 kid1| SECURITY ALERT: Host header forgery detected on local=52.114.15.99:443 remote=172.16.32.8:41165 FD 45 flags=33 (local IP does not match any domain IP)
2021/02/07 19:16:28 kid1| SECURITY ALERT: on URL: go.trouter.teams.microsoft.com:443
2021/02/07 19:18:27 kid1| SECURITY ALERT: Host header forgery detected on local=52.114.74.45:443 remote=172.16.32.8:51649 FD 51 flags=33 (local IP does not match any domain IP)
2021/02/07 19:18:27 kid1| SECURITY ALERT: on URL: ic3.events.data.microsoft.com:443
2021/02/07 19:23:43| Created PID file (/var/run/squid.pid)
2021/02/07 19:23:43 kid1| ERROR: cannot change current directory to /var/cache/squid: (2) No such file or directory
2021/02/07 19:23:43 kid1| Current Directory is /
2021/02/07 19:23:43 kid1| Starting Squid Cache version 4.4 for x86_64-redhat-linux-gnu...
2021/02/07 19:23:43 kid1| Service Name: squid
2021/02/07 19:23:43 kid1| Process ID 14
2021/02/07 19:23:43 kid1| Process Roles: worker
2021/02/07 19:23:43 kid1| With 1048576 file descriptors available
2021/02/07 19:23:43 kid1| Initializing IP Cache...
2021/02/07 19:23:43 kid1| DNS Socket created at [::], FD 5
2021/02/07 19:23:43 kid1| DNS Socket created at 0.0.0.0, FD 9
2021/02/07 19:23:43 kid1| Adding domain do.nagaoka-ct.ac.jp from /etc/resolv.conf
2021/02/07 19:23:43 kid1| Adding nameserver 172.16.0.1 from /etc/resolv.conf
2021/02/07 19:23:43 kid1| helperOpenServers: Starting 5/32 'security_file_certgen' processes
2021/02/07 19:23:43 kid1| Logfile: opening log /var/log/squid/access.log
2021/02/07 19:23:43 kid1| WARNING: log name now starts with a module name. Use 'stdio:/var/log/squid/access.log'
2021/02/07 19:23:43 kid1| Local cache digest enabled; rebuild/rewrite every 3600/3600 sec
2021/02/07 19:23:43 kid1| Store logging disabled
